patient_id,task,Accelerometer_X_Mean_difference,Accelerometer_X_Median_difference,Accelerometer_X_Std_difference,Accelerometer_X_Min_difference,Accelerometer_X_Max_difference,Accelerometer_X_Range_difference,Accelerometer_X_IQR_difference,Accelerometer_X_RMS_difference,Accelerometer_X_Energy_difference,Accelerometer_Y_Mean_difference,Accelerometer_Y_Median_difference,Accelerometer_Y_Std_difference,Accelerometer_Y_Min_difference,Accelerometer_Y_Max_difference,Accelerometer_Y_Range_difference,Accelerometer_Y_IQR_difference,Accelerometer_Y_RMS_difference,Accelerometer_Y_Energy_difference,Accelerometer_Z_Mean_difference,Accelerometer_Z_Median_difference,Accelerometer_Z_Std_difference,Accelerometer_Z_Min_difference,Accelerometer_Z_Max_difference,Accelerometer_Z_Range_difference,Accelerometer_Z_IQR_difference,Accelerometer_Z_RMS_difference,Accelerometer_Z_Energy_difference,Gyroscope_X_Mean_difference,Gyroscope_X_Median_difference,Gyroscope_X_Std_difference,Gyroscope_X_Min_difference,Gyroscope_X_Max_difference,Gyroscope_X_Range_difference,Gyroscope_X_IQR_difference,Gyroscope_X_RMS_difference,Gyroscope_X_Energy_difference,Gyroscope_Y_Mean_difference,Gyroscope_Y_Median_difference,Gyroscope_Y_Std_difference,Gyroscope_Y_Min_difference,Gyroscope_Y_Max_difference,Gyroscope_Y_Range_difference,Gyroscope_Y_IQR_difference,Gyroscope_Y_RMS_difference,Gyroscope_Y_Energy_difference,Gyroscope_Z_Mean_difference,Gyroscope_Z_Median_difference,Gyroscope_Z_Std_difference,Gyroscope_Z_Min_difference,Gyroscope_Z_Max_difference,Gyroscope_Z_Range_difference,Gyroscope_Z_IQR_difference,Gyroscope_Z_RMS_difference,Gyroscope_Z_Energy_difference,Acc_Magnitude_Mean_difference,Acc_Magnitude_Median_difference,Acc_Magnitude_Std_difference,Acc_Magnitude_Min_difference,Acc_Magnitude_Max_difference,Acc_Magnitude_Range_difference,Acc_Magnitude_IQR_difference,Acc_Magnitude_RMS_difference,Acc_Magnitude_Energy_difference,Gyro_Magnitude_Mean_difference,Gyro_Magnitude_Median_difference,Gyro_Magnitude_Std_difference,Gyro_Magnitude_Min_difference,Gyro_Magnitude_Max_difference,Gyro_Magnitude_Range_difference,Gyro_Magnitude_IQR_difference,Gyro_Magnitude_RMS_difference,Gyro_Magnitude_Energy_difference
001,CrossArms,-0.0004161876255915,-0.0004500805413663,0.009913999101484897,-0.11746047461630899,0.050761005742552434,0.16822148035886153,0.002062159177675599,0.009909240459529706,1.569128141661059,-0.0023110356037044,-8.95074420904065e-05,0.024044234077322216,-0.11886091012784383,-0.003745047151273273,0.11511586297657062,-0.0017143137915949028,0.024033800907133918,5.806017847542474,-0.00027948987216550015,0.0014261896246216,0.0019448368484762113,-0.13859777461575928,-0.0962501380000062,0.042347636615752915,-0.0023832085562129988,0.0019471686384469056,0.3627240231169715,-0.1526551812871925,-0.00808255285,-0.2609526375407746,2.5362670421999995,-0.023653984000000072,-2.5599210261999996,0.010859662724999906,-0.2661047760166865,-377.8511404995376,0.06742828128893441,-0.0038818570500000005,0.0590238528970114,0.5063402653,0.3181703090000001,-0.18816995630000033,0.008629540724999898,0.04903225819918278,78.20095322588224,-0.5264793843808401,-0.0095391319,0.24902093195587027,0.5606799126000004,1.8181862831000002,1.2575063704999998,-0.019137941324999998,0.2517059036956302,906.0104495645701,0.011706069116083198,-0.001204973463684299,0.019295654520519595,0.00039421569784890004,0.117064930906572,0.11667071520872307,0.031577745508304,0.02249715503243932,7.737870012320499,0.07893712319355983,-0.001769107078410305,0.1213259935629385,-0.0008630905297254,-0.06012245854282394,-0.059259368013099056,0.21052012740449877,0.14442732973449202,606.3602622909148
001,DrinkGlas,-6.955513641580005e-05,0.0023027078598457,-0.05021546323411111,0.25932734904874866,0.06404609818570217,-0.19528125086304626,-0.0336174635738629,-0.05018959357909519,-8.70947870623737,-0.0003013537197012,0.0018626430146998,-0.045317533857305484,-0.6874674301133352,0.14837897033636427,0.8358464004496993,-0.0723262002088847,-0.04529528861754589,-12.262534836719038,0.0009642723269266,-0.0022015522136874,-0.05729787044284611,0.14248898195805848,-0.00023778521262651786,-0.1427267671706849,-0.0551307170143007,-0.057268036313138815,-11.444532616444027,-0.08263465857715149,-0.06874785855,-1.4223920059273378,3.7521619797000003,-6.3521697522,-10.104331731899999,-0.7336076386250003,-1.4208945796171422,-4906.279485865728,0.08887998447622941,0.0014500578500000003,-0.5938737155577084,2.6528861522,-1.9093656540000001,-4.562251806200001,-0.23269069944999998,-0.5969007036730458,-999.3704640876676,-0.0006846626390368989,-0.0205590258,-0.8310788620546247,3.4903084040000003,-3.2926385403,-6.7829469443,-0.7324101962000003,-0.8304523983728808,-1578.8751726073383,-0.0770656936884593,-0.047059273748717,-0.046294402179244104,-0.0014649053531611,0.2558033258192318,0.25726823117239284,-0.0620562843137685,-0.0854662371211227,-32.41654615940044,-1.0734062531130566,-0.611750393123742,-1.3794394217520416,-0.0032963209467292997,-4.168996708029846,-4.165700387083115,-0.5819265434138665,-1.7470879946696103,-7484.5251225607335
001,Entrainment,0.0002825151112628,0.0011531099986058,-0.0013660976424606022,0.0001759045920634028,0.030420183139368298,0.030244278547304992,-0.00025654617462100154,-0.0013658330061124997,-0.1128578614594209,0.0001052641205244214,0.0013797155042278,-0.001626663403871801,-0.0185078593181274,-0.029492695648357603,-0.010984836330230174,-0.0026690477059595,-0.0016261087878997015,-0.12149852341726575,8.84730043564565e-05,-0.0032739603744828,-0.0044439098753558046,0.044270060131449185,0.008394251508916997,-0.0358758086225322,-0.0028866883107636007,-0.004442854826949998,-0.7661124429300412,0.0064991322805001,6.470875000000017e-05,-0.012183451694033502,0.1195133924,-0.038399934800000035,-0.15791332720000006,-0.015992813350000003,-0.012581324505211003,-2.8293265710223654,-0.00014338380189999993,-0.0004010055999999996,-0.01101322125491809,-0.006940111500000012,-0.03530521690000002,-0.028365105400000035,-0.020064854025000106,-0.011003121345606895,-3.20175504766231,-0.0024466863446500997,-0.0026036281999998996,-0.008496677060570598,0.020248964400000014,-0.0018208623000000035,-0.022069826700000017,-0.014657441549999997,-0.008571610449929795,-1.7236488847623468,-0.004078073388435001,-0.004513710789476405,-0.0026852771413132005,-0.0002959439379744996,-0.043754117272969184,-0.043458173334994604,-0.005346888808620002,-0.0048732790392709,-1.0004688278067277,-0.0163816932479863,-0.014885458427048706,-0.008695143272225703,-0.0002116886624422996,-0.057450394469592714,-0.0572387058071504,-0.006170317929436203,-0.018499115972315405,-7.754730503447021
001,HoldWeight,8.395213806180817e-05,0.0004320394832561109,0.00024056801946619995,-0.004957262841333,-0.0054256396002915,-0.0004683767589583991,6.659545697910042e-05,0.0002425505827598996,0.0018225677438775002,-0.00011607358627316353,-0.00039508382783834167,9.026082792989998e-05,-0.00015085182587210033,0.0001699789898020991,0.00032083081567430005,-0.0002728182045442012,8.873510291329979e-05,0.001002134124807999,-2.911032783411382e-05,0.00021466046343470238,-0.00036857063902080017,-0.0017723364828881004,-0.002324374827928098,-0.0005520383450400013,-0.0003028919756286998,-0.0003684106205476007,-0.003551000016366799,0.007947859450102401,0.00671781835,-0.009375530281920997,0.05272094530000001,0.027729302600000005,-0.024991642699999983,-0.017273229549999998,-0.010174408746909402,-0.4502933467028024,0.004538323742008165,0.0042593601500000005,-0.0014936389941684995,-0.0084819421,-0.001025218500000001,0.0074567236000000064,-0.005306531449999902,-0.002067003063046101,-0.07095401220383452,-0.0120795100669057,-0.0104902132,0.0006060134374151985,-0.0222401134,-0.004342403200000004,0.0178977102,-0.0009123979999999983,-0.0029825177996629024,-0.09948349575704094,-5.235585368509963e-05,5.8534411110399906e-05,8.149714422200048e-06,-0.00013434305296769998,0.0030574875044034992,0.0031918305573713016,0.0001114343226238006,-4.363094305860106e-05,-0.000726298147681298,-0.0097434502541747,-0.0113080473386775,-0.0018538509741408988,-0.0005814245086134002,-0.008284637243874793,-0.007703212735261505,-0.004876450611721501,-0.009493747778724797,-0.6207308546636781
001,LiftHold,0.00018120616949429994,-0.00046871131087069997,-3.509048971990156e-05,-0.03246934627550549,0.007953904640854992,0.04042325091636048,0.0005917144556406,-4.1005259790401205e-05,-0.0015705611655736917,-0.0036041208693766,6.123789052241862e-05,-0.00023272401699209883,0.04142566287257418,-0.004951239050322992,-0.04637690192289712,0.00040866210589519947,-0.0003035214052276025,-0.0223868444096329,0.004357567756844,0.00027254380301101845,-0.009131196969986703,0.0507441204482649,-0.08364326456274218,-0.1343873850110071,-0.0014791722566099997,-0.0089859820948253,-0.5814750246792245,-0.16694087180491798,-0.0031550125999999998,-0.2614916080561076,-0.6365144252,-2.4097807407,-1.7732663155,-0.0020414129750000003,-0.2787118599853925,-184.86316987053792,0.0392825564468237,-0.00532222775,0.2570702850713097,-0.15621300040000002,1.5834180117,1.7396310121,-0.0010888353249999018,0.2591485347760883,152.09561753495686,-0.27520292372295074,-0.00640382575,0.026770066883649413,-1.8139576465,-1.2718589306,0.5420987158999999,-0.0023007228999999997,0.0175051459783232,14.022504156826898,-0.002319117897005299,-7.470244931249981e-05,-0.005304984423464096,-0.0007806859430679999,-0.05469408743384341,-0.05391340149077531,-0.0009792344275157995,-0.005736173933464601,-0.6054324302544312,-0.022439203497650717,-0.0002624047731697998,-0.007036901607640478,0.0008175748835809,-0.5288119014974111,-0.5296294763809919,-0.0037057548620030023,-0.014988255377767934,-18.745048178754303
001,PointFinger,-0.0004051518538912,-0.0009927327512343972,0.08219814717242419,0.11559411054058444,0.8017006251105638,0.6861065145699792,0.017817989824985087,0.0821559542053068,53.92086839987172,-0.0005114203646281,0.1142241718921045,0.018890176824319704,-1.721850772992275,-2.026556308066219,-0.30470553507394404,0.017968280109335988,0.018880778766546258,10.020467168573916,-0.0028663876792477,-0.0156569486859819,0.006233402038401614,0.8860048493674735,0.4668776662140457,-0.41912718315342845,0.006828487568429603,0.006227026512488798,4.194397673425684,-0.0179446794715164,-0.1737199444,0.5422058002792092,0.4867548943000002,1.0457391739000004,0.5589842795999997,0.5529696755,0.5422146123614506,814.9404247733248,-0.008027582123462999,-0.146598421,0.0013272283681531327,-0.6096696854000001,-0.0003180503999997697,0.6093516349999994,-0.13923487067500018,0.0013330132903575098,5.619595086335721,0.020653633463422097,-0.19939697809999998,-0.2719277207042068,1.6243946551999997,1.7987635136,0.17436885840000116,-0.23395957057499994,-0.27124573932479357,-626.8925751562224,0.038510720165731704,0.012681910372801503,0.04997264429121606,0.007474891867066501,-1.0104784919301286,-1.0179533837971952,0.0397007878496885,0.06301412255874539,68.13573324187132,-0.03569254902502306,-0.007642891844104049,0.10386899997642507,-0.020946358351664203,0.9668932172887654,0.9878395756404297,-0.0745673993290712,0.038186470295110464,193.6674447034393
001,RelaxedTask,5.995777846476125e-05,4.0158846092413895e-06,0.0029272791518661,-0.0145483643556852,0.011034208612969401,0.0255825729686545,0.0032285175224142,0.0029248630471635003,0.05108658950924501,-5.481559271940955e-05,0.00016081196907666813,0.0023148623066267006,-0.0314891357274624,0.0317054119185046,0.06319454764596699,0.0010368689476016003,0.0023141874987063,0.06384382320135071,-1.2859802635381024e-05,-0.0001722642692076459,0.0015013862812595998,-0.015737791988196997,0.006628835248796299,0.0223666272369933,0.0009785607821321003,0.0015010649899575997,0.023328305064190303,4.334499645000005e-05,0.0009786519500001,0.0234896615744715,-0.2691171914,0.15868076679999998,0.4277979582,0.012845490075,0.0234722589388902,3.258488252166083,0.0022077101829999,0.0022015020499999,0.0170263492381627,-0.0575458892,0.0231670811,0.08071297029999999,0.01739312265,0.017163636875112603,1.3041544208901816,-7.926493715000008e-05,-0.0020824809999999997,0.011513011538546102,-0.06375466290000001,0.06935258960000001,0.1331072525,0.008503840175,0.011462676772489098,0.6632835402456011,0.0028116151508268995,0.0020723850456812994,0.0026720923787312,-0.0002086831950376,0.0310505299020949,0.0312592130971326,0.0016806965745324006,0.0038138780606071995,0.138258717774786,0.0218797124714905,0.0140454466402265,0.0223675048210878,-5.253250554070011e-05,0.24770751206932978,0.2477600445748706,0.024264217944144902,0.030975612888089,5.225926213301866
001,Relaxed,-3.8719732166655e-05,4.150308720017614e-05,0.00019451468504800033,0.004460556397913002,-0.00046906138281489936,-0.004929617780728,0.00018545689961869992,0.0001960412163773996,0.0016799042697846003,-5.263379109610761e-05,-3.212767887433973e-05,-0.0007014390511508001,0.014544292772423402,-0.0340939577722635,-0.0486382505446868,-0.0003412296942810998,-0.0007008744787820004,-0.008286859539573201,4.745366997875971e-05,-6.224955912085135e-05,-0.00013934077488189991,0.0110718559257573,-0.0050318867233238,-0.016103742649081,-1.532733335789997e-05,-0.0001399885794516999,-0.0009065820794511995,-0.0006077824375,-0.0008482761000000001,0.0009062557714010992,-0.012680862100000002,-0.0381299257,-0.025449063600000016,0.0009396047999998998,0.0008504106447776005,0.04122582165791733,0.0002262301937,-6.055365000000009e-05,0.0027344898442271002,-0.017927072900000004,0.005971934700000001,0.023899007599999897,0.0031790318,0.0027193381314443996,0.0720386008945238,-0.00018494088914989998,-3.247929999999999e-05,0.0012885239146548997,-0.010951239699999997,-0.0019285845999999982,0.009022655099999999,0.0020890334000000007,0.0012828819640745004,0.023345381418455702,-0.0002299480312666002,-0.00018735345676790032,-0.0004977985971064999,0.00014854618069480002,-0.035497277119073,-0.0356458232997678,-0.0001392257650806002,-0.0004691525167145002,-0.007513537349239704,0.0018373822655604992,0.0014462221790182,0.0014539060441629992,0.0001683800616123,-0.030378626612018303,-0.030547006673630694,0.0014003661762195998,0.002342800655648498,0.13660980397089678
001,StretchHold,-0.00019546117202973788,-0.00018186795319557927,0.00029702848096730024,0.0008230104103816999,0.0028943602523890995,0.0020713498420074014,9.639283912819992e-05,0.0003003021863231003,0.0020807047312152004,0.00012335258222120115,1.9567434529662236e-05,-0.0003750980141960002,0.002572616824947799,-0.001010337798660001,-0.0035829546236078,-0.00012456203734519979,-0.00037694091612819943,-0.003930354018111298,-0.00025130342163037485,-9.171048750673496e-05,-0.0006108294602412004,0.0025236721386463004,-0.0031781112758591974,-0.005701783414505501,-0.0006162830191943003,-0.0006133893691600001,-0.006757130348342303,-0.0019899999418032,-0.0008661593499999001,-0.008154254440052801,0.017480634100000003,-0.0624687597,-0.0799493938,-0.009567551549999997,-0.0082316179964918,-0.2755138588926281,-0.0015212966644466998,-0.0007504788,0.0026835855711985993,-0.006518918999999998,0.006464790599999999,0.012983709600000004,0.0042178140250000995,0.0024538880079400995,0.0661777229026578,-0.0059295259857582,-0.0064869164000001,-0.0018924552989184,-0.0011643209000000015,-0.017958615000000004,-0.01679429410000001,-0.002629737824999999,-0.0033272302209450995,-0.09038891047648559,-0.0003593513679188004,-0.00011848628280790047,-0.00046201006195819997,-0.00014417875878869996,-0.0012947233892662002,-0.0011505446304775,-0.00021961746585470038,-0.0005158215829082005,-0.008606779635238399,-0.0046121525444234,-0.0035470428905938003,-0.003946638846500801,0.0011026391417435,-0.0460573019946494,-0.0471599411363929,-0.004095202995271699,-0.005840134301748599,-0.2997250464664558
001,TouchIndex,0.00047285891905929996,0.0005664280656842999,-0.008756017633963997,0.06900674046787719,-0.03330399984848631,-0.10231074031636345,-0.013218468143816997,-0.008754487245292389,-1.9121554178040192,-0.0021437317084498997,-0.0056665714211598,0.015411820544649901,-0.1284755594083667,-0.1875219088028719,-0.05904634939450526,0.06361353489342711,0.015400769670053799,3.9156761530479898,-0.0010088157041423,0.006812494258698301,-0.021389131929111405,0.06726166406546308,-0.19853202645214874,-0.2657936905176119,-0.0181261640740496,-0.0213706463756205,-5.826974747877944,-0.194246538129918,-0.0473312084,-0.006991785598762901,-0.7292265892,0.6488709450000001,1.3780975342000001,0.05900965627499999,-0.008993507179231308,-20.970017275826876,0.1517664084983606,0.19229081085,-0.18946640645615642,0.5737674236000001,-1.0110201836,-1.5847876072,0.06869027024999985,-0.19181063803780196,-511.18714723632866,-0.0799346446684427,-0.0379132493,0.05329546436603039,-0.033082485200000455,-0.08177757259999918,-0.0486950874000005,-0.4923760890500004,0.05448756287609147,296.6934264871252,-0.0022518623864926923,0.007148383363511923,-0.0160543914093684,-0.0164891857405546,-0.2099617246545492,-0.19347253891399468,-0.0037483430067447032,-0.008833283733209518,-3.823454012633981,-0.1056448567738486,-0.3062063327619766,0.08896835101459644,-0.008745556976743896,0.5487248161987814,0.5574703731755255,0.3408207409184367,-0.03623558774467961,-235.4637380250315
